date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:00:26	125075/125075	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/canada-39379a54.js	C:/My%20Web%20Sites/synto/website/build/assets/canada-39379a54.js	(from https://website/vector-maps)
04:00:27	135/135	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20May%202023%2015:34:38%20GMT	https://website/build/assets/two-step-verification.js	C:/My%20Web%20Sites/synto/website/build/assets/two-step-verification.js	(from https://website/verification)
04:00:27	4321/4321	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/widgets-198e7817.js	C:/My%20Web%20Sites/synto/website/build/assets/widgets-198e7817.js	(from https://website/widgets)
04:00:28	307/307	---M--	200	added ('OK')	application/javascript	date:Thu,%2020%20Jul%202023%2016:01:20%20GMT	https://website/build/assets/wishlist-a2ac19a0.js	C:/My%20Web%20Sites/synto/website/build/assets/wishlist-a2ac19a0.js	(from https://website/wishlist)
04:00:30	110438/110438	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/iconfonts/RemixIcons/fonts/remixicon.css	C:/My%20Web%20Sites/synto/website/build/assets/iconfonts/RemixIcons/fonts/remixicon.css	(from https://website/build/assets/app-s.css)
04:00:30	202381/202381	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/iconfonts/tabler-icons/webfont/tabler-icons.css	C:/My%20Web%20Sites/synto/website/build/assets/iconfonts/tabler-icons/webfont/tabler-icons.css	(from https://website/build/assets/app-s.css)
04:00:30	643973/643973	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/img/authentication/1.png	C:/My%20Web%20Sites/synto/website/build/assets/img/authentication/1.png	(from https://website/build/assets/app.css)
04:00:31	696/696	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/libs/leaflet/images/layers.png	C:/My%20Web%20Sites/synto/website/build/assets/libs/leaflet/images/layers.png	(from https://website/build/assets/libs/leaflet/leaflet.css)
04:00:31	1259/1259	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/libs/leaflet/images/layers-2x.png	C:/My%20Web%20Sites/synto/website/build/assets/libs/leaflet/images/layers-2x.png	(from https://website/build/assets/libs/leaflet/leaflet.css)
04:00:32	1466/1466	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202023%2017:55:54%20GMT	https://website/build/assets/libs/leaflet/images/marker-icon.png	C:/My%20Web%20Sites/synto/website/build/assets/libs/leaflet/images/marker-icon.png	(from https://website/build/assets/libs/leaflet/leaflet.css)
